Var 1	Var 2	Var 3	Var 4	Var 5	Var 6	Var 7	Var 8	Var 9	Var 10	Var 11	Var 12	Var 13	Var 14	Var 15	Var 16	Var 17	Var 18	Var 19	Var 20	Var 21	Var 22	Var 23	Var 24	Var 25	Var 26	Var 27	Var 28	Var 29	Var 30	Var 31	Var 32	Var 33	Var 34	Var 35	Var 36	Var 37	Var 38	Var 39	Var 40	Var 41	Var 42	Var 43	Var 44	Var 45	Var 46	Var 47	Var 48	Var 49	Var 50	Var 51	Var 52	Var 53	Var 54	Var 55	Var 56	Var 57	Var 58	Var 59	Var 60	Var 61	Var 62	Var 63	Var 64	Var 65	Var 66	Var 67	Var 68	Var 69	Var 70	Var 71	Var 72	Var 73	Var 74	Var 75	Var 76	Var 77	Var 78	Var 79
0.7936507937	0.0113636364	0.0096566524	0.0064516129	0.0033726813	0.0035149385	0.0059970015	0.0053835801	0.0047393365	0.0096566524	0.016	0.0139186296	0.0136452242	0.0109204368	0.0085261876	0.009382716	0.0013617794	0.0017905103	0.0164079823	0.0168878166	0.0170971262	0.0194852941	0.0157506702	0.0130510441	0.0115575124	0.0075678497	0.0086027112	0.0035953979	0.007213706	0.0043084877	0.0095703956	0.005497742	0.0073404856	0.0089188205	0.0052569103	0.0060916961	0.004038893	0.0031750414	0.0023962669	0.0026252983	0.0022923262	0.0022206521	0.0038281175	0.0052868094	0.0045717036	0.0034391345	0.0050778159	0.0141805455	0.013024211	0.0105809834	0.0097854077	0.0100681418	0.012484614	0.0064744339	0.008830223	0.0081914507	0.0044820466	0.0037438192	0.0036379056	0.0030478833	0.0063292364	0.0025949987	0.0030662236	0.0044305058	0.0085693696	0.0041449072	0.0021016108	0.0013473457	0.0023444568	0.0027337474	0.0038760571	0.0059742255	0.0145890824	0.0117187877	0.0070383791	0.0046387494	0.0043316884	0.0109101304	0.0083660718
0.8095238095	0.0170454545	0.0160944206	0.0270967742	0.0168634064	0.014059754	0.011994003	0.0121130552	0.0272511848	0.0160944206	0.0171428571	0.0149892934	0.0136452242	0.011700468	0.009135201	0.0113580247	0.0054471176	0.0134288272	0.0425720621	0.0418174507	0.0352855584	0.0319852941	0.0365281501	0.0237819026	0.0203632361	0.01565762	0.0138164755	0.0105465005	0.0137511271	0.0099095218	0.0108464483	0.0090320047	0.0103519669	0.0101929378	0.0079701543	0.0089772363	0.0070306657	0.0067642187	0.0061798461	0.0066825776	0.0064403449	0.0067628949	0.0073691262	0.0079302141	0.0077799166	0.0077380526	0.0083750989	0.0123099203	0.0122676178	0.0111148862	0.0118454936	0.0119822372	0.0122384385	0.0066323469	0.0061902594	0.0055075624	0.0046079468	0.0039792795	0.0037271794	0.0034893009	0.0070453886	0.0031394041	0.0030319641	0.0030532324	0.0054988094	0.0020500082	0.0016220486	0.0012799784	0.0023062319	0.0030454905	0.0043193598	0.0064009559	0.0150638458	0.011235738	0.0047997572	0.0027505696	0.0041872988	0.0113468532	0.0093164216
0.8253968254	0.0113636364	0.0096566524	0.0064516129	0.0033726813	0.0052724077	0.0074962519	0.0067294751	0.0071090047	0.0139484979	0.0171428571	0.0160599572	0.014619883	0.0132605304	0.0109622412	0.0128395062	0.0049931911	0.0040286482	0.0164079823	0.0148773623	0.015278283	0.0143382353	0.0127345845	0.0121809745	0.0099064392	0.006263048	0.0044316997	0.0014381592	0.0051848512	0.0017233951	0.0025521055	0.0017671314	0.003576134	0.0030942847	0.0022045108	0.0035267714	0.0022438295	0.0023467697	0.0023962669	0.0027446301	0.0030564349	0.0035328556	0.004593741	0.0056392634	0.0055341675	0.0054452963	0.0058691638	0.0091720975	0.0099437959	0.0095617143	0.0105150215	0.0107189342	0.0113592404	0.0056848688	0.0051282051	0.0047247617	0.0041295261	0.003626089	0.0035932688	0.0034472611	0.0070453886	0.0031756977	0.0032717805	0.0035178548	0.005953127	0.0024540245	0.0020592965	0.0015090272	0.0021278493	0.002493945	0.0036373556	0.0057181872	0.0144011553	0.0104048923	0.0036709605	0.0015159905	0.0028368312	0.0098778764	0.0077300109
0.8412698413	0.0132575758	0.0128755365	0.0103225806	0.0118043845	0.014059754	0.0179910045	0.0188425303	0.0118483412	0.0160944206	0.0194285714	0.017130621	0.014619883	0.0124804992	0.0097442144	0.0113580247	0.0036314117	0.0022381379	0.0141906874	0.0213108162	0.0218261186	0.0220588235	0.019772118	0.0179814385	0.016510732	0.0127870564	0.0112095933	0.0079098754	0.011496844	0.0081861267	0.0095703956	0.0088356568	0.0105401845	0.0103749545	0.0093267763	0.010740622	0.0095736724	0.0096631695	0.010215664	0.0118138425	0.0129898483	0.0135257898	0.0158866877	0.017798925	0.0182066089	0.0187002938	0.0214982854	0.0278180063	0.028102032	0.0270834345	0.0284120172	0.0292856596	0.0325655003	0.0268767963	0.0265210135	0.0263076966	0.0246260764	0.0240640452	0.024527965	0.0246563249	0.0287041517	0.0263673647	0.0284524992	0.0333366521	0.0392749718	0.0372443101	0.0368698694	0.0370924279	0.0378171069	0.0373132539	0.0377261981	0.0397285995	0.047891754	0.0471939638	0.0438143841	0.0427109905	0.0453043648	0.0520494211	0.047442661
0.8571428571	0.0151515152	0.0139484979	0.0116129032	0.0118043845	0.0105448155	0.011994003	0.0107671602	0.009478673	0.0139484979	0.0148571429	0.0128479657	0.0116959064	0.0109204368	0.0079171742	0.0108641975	0.0027235588	0.0022381379	0.0133037694	0.0152794532	0.015278283	0.0139705882	0.0127345845	0.0130510441	0.0110071547	0.007045929	0.0044316997	0.0021572387	0.0065374211	0.0032313658	0.0034028073	0.0025525231	0.0041407867	0.0036403349	0.0025436663	0.0043283104	0.0032909499	0.0031750414	0.0026485055	0.0027446301	0.0030564349	0.0033309781	0.0027753852	0.0025552912	0.0024863651	0.0030808913	0.003692957	0.0076635288	0.0081063554	0.0068922002	0.0086695279	0.0096087589	0.0099876912	0.0050847993	0.0049764831	0.0047247617	0.005438888	0.0052978573	0.0051109226	0.0042460167	0.0077615407	0.0042645084	0.0037856727	0.0029868578	0.0055458077	0.0011970851	9.168100651640386E-4	0.0010239828	0.0024591313	0.0026737968	0.004614895	0.0074464453	0.0167749721	0.0134867499	0.005530155	0.0029593587	0.0036607014	0.0120535502	0.0089647173
0.873015873	0.0123106061	0.0107296137	0.0077419355	0.0050590219	0.0052724077	0.0074962519	0.0067294751	0.0082938389	0.025751073	0.0297142857	0.0289079229	0.0272904483	0.0257410296	0.0237515225	0.027654321	0.0204266909	0.0237242614	0.0407982262	0.0361881785	0.030556566	0.0305147059	0.029155496	0.0295823666	0.0275178866	0.0234864301	0.023983316	0.0218120805	0.0263751127	0.0247738044	0.025095704	0.0270960141	0.0325616413	0.0320349472	0.0323893505	0.036069253	0.0335078534	0.0323025953	0.0394753437	0.041646778	0.0422442965	0.04451398	0.0444061633	0.045290334	0.0474815528	0.054381314	0.0567792139	0.057446295	0.0592304367	0.0593117507	0.0622317597	0.0649261159	0.0654123439	0.0633547042	0.0646032469	0.0640498756	0.0653170167	0.0663056275	0.0677141454	0.0679152478	0.0737443143	0.0699016441	0.0702319367	0.0714024957	0.0737561098	0.0705232758	0.0704674321	0.0702506063	0.0702827364	0.070753699	0.072610712	0.074368439	0.0820846068	0.0792877914	0.0731346398	0.0705253316	0.0714643655	0.078348076	0.0770007857
0.8888888889	0.0274621212	0.0268240343	0.0193548387	0.0151770658	0.0175746924	0.0194902549	0.0201884253	0.0201421801	0.0300429185	0.0331428571	0.0256959315	0.0253411306	0.0257410296	0.0359317905	0.0913580247	0.081252837	0.0868397493	0.087804878	0.0932850824	0.0836667879	0.0738970588	0.0740616622	0.089037123	0.0965877821	0.0915970772	0.0815954119	0.0788590604	0.0863390442	0.0840155106	0.0827307529	0.0830551738	0.0884622624	0.0871860211	0.0875021197	0.0888105162	0.0779356769	0.0796521259	0.0837432211	0.0871121718	0.0949677983	0.105480973	0.0986697292	0.0897876465	0.0991337825	0.0951493874	0.1001714587	0.0926261163	0.0976005188	0.1002766587	0.1043347639	0.1093331292	0.1120801829	0.1105706977	0.1086633288	0.0993597808	0.0955078814	0.0983282317	0.0975985359	0.1028082566	0.1015194039	0.1027292854	0.1015279729	0.0973715651	0.0981325981	0.095796735	0.0962086378	0.0987200216	0.1055642623	0.1114121964	0.1183959262	0.121959546	0.1348031216	0.1281917514	0.1017624405	0.0907234089	0.0904388595	0.1039559148	0.1081378381
0.9047619048	0.8011363636	0.8111587983	0.8361290323	0.8330522766	0.8137082601	0.7976011994	0.8034993271	0.8033175355	0.7843347639	0.7725714286	0.7740899358	0.7573099415	0.7394695788	0.7283800244	0.6775308642	0.6740807989	0.6812891674	0.7272727273	0.7020506634	0.7071662423	0.7125	0.7148123324	0.6803944316	0.6783159053	0.6798016701	0.6918665276	0.679050815	0.6868800721	0.6891426109	0.703743088	0.6881994895	0.6894409938	0.6960320349	0.6869594709	0.6827508817	0.6918474196	0.687603534	0.6778912852	0.6865155131	0.6822399301	0.6803270415	0.7040865155	0.7066701912	0.6970644851	0.7012251917	0.7072672118	0.7200699976	0.7083873757	0.7012570985	0.6961373391	0.6930556619	0.7134868999	0.7109244228	0.7359126081	0.7301014845	0.7337211059	0.7321638804	0.7331830558	0.7269306764	0.7293525598	0.7298116358	0.7341292953	0.7408071154	0.746835443	0.7340376184	0.7254365426	0.727135543	0.724347948	0.7184120285	0.7286646358	0.7180485619	0.724132815	0.7319556754	0.7447307014	0.7408200873	0.7386463049	0.7259286315	0.7189209414
0.9206349206	0.7651515152	0.7778969957	0.8038709677	0.8414839798	0.8260105448	0.7901049475	0.7685060565	0.7523696682	0.7381974249	0.7577142857	0.7398286938	0.7144249513	0.6497659906	0.5542021924	0.5066666667	0.4988651838	0.5425246195	0.6585365854	0.6722959389	0.6587850127	0.6775735294	0.6642091153	0.6238399072	0.6219042378	0.6236951983	0.6397288843	0.631831256	0.6287195672	0.6309780267	0.6435559336	0.6359709405	0.6393751176	0.6374226429	0.6296421909	0.6293683873	0.630815258	0.6282440641	0.621894312	0.6215990453	0.6246043008	0.6272332694	0.6375729735	0.6356507181	0.6351459737	0.6276420434	0.6323529412	0.6443398503	0.6422935581	0.6404407125	0.6349785408	0.6321491463	0.6426235273	0.6337681205	0.6537399484	0.6647935363	0.6544795286	0.6662349894	0.6732803642	0.6761886745	0.676531501	0.677693899	0.6828428518	0.6870104872	0.6894974308	0.6915410974	0.6902592457	0.6933306386	0.6952333626	0.6922375962	0.6972015095	0.7011287019	0.7074765338	0.7191741781	0.7272011535	0.7249521147	0.7238336292	0.728691896	0.7266060538
0.9365079365	0.7443181818	0.7618025751	0.7896774194	0.8246205734	0.8101933216	0.7781109445	0.7577388964	0.7417061611	0.7263948498	0.7462857143	0.7291220557	0.7037037037	0.6404056162	0.5481120585	0.5022222222	0.4943259192	0.5371530886	0.6514412417	0.6650583032	0.6504183339	0.66875	0.6548257373	0.6151392111	0.6125481563	0.613256785	0.6285192909	0.6203259827	0.6163210099	0.6182679879	0.6307954062	0.623601021	0.6260116695	0.623771387	0.6160759708	0.6147803783	0.615407629	0.6126449475	0.6065077563	0.6059665871	0.6091038096	0.6108811951	0.6206335535	0.6186448145	0.6180622393	0.6110195601	0.6161303086	0.627745595	0.6269995677	0.6250060671	0.6189699571	0.6159941811	0.6248988922	0.6145974797	0.6315581854	0.6412535995	0.6308102936	0.640569814	0.64716779	0.6516584689	0.6528791251	0.6530141908	0.6577477817	0.6614562591	0.6659825793	0.6690957518	0.6678185562	0.6688763137	0.6693424054	0.6654876382	0.6699668091	0.6740419903	0.6791687685	0.6902394961	0.6992563222	0.6991621202	0.6987183298	0.7026076323	0.6999214278
0.9523809524	0.0255681818	0.0193133047	0.015483871	0.0118043845	0.0123022847	0.0134932534	0.0121130552	0.0118483412	0.017167382	0.0194285714	0.017130621	0.0165692008	0.0148205928	0.0103532278	0.0108641975	0.0027235588	0.0017905103	0.0146341463	0.0172899075	0.0185522008	0.0183823529	0.0174262735	0.0168213457	0.0156851954	0.013308977	0.0117309698	0.0095877277	0.0142019838	0.0107712193	0.0114844747	0.0107991361	0.0133634481	0.0129231889	0.0118704426	0.0139467778	0.0133133882	0.0136664826	0.013494766	0.0132458234	0.0133173234	0.0141314222	0.0145468466	0.0148030663	0.0145171639	0.0144730243	0.014573991	0.0178614531	0.0174016429	0.0175217201	0.0195708155	0.0203276931	0.0222964656	0.0171177715	0.0192686997	0.0202130336	0.0198670494	0.0213327054	0.0214480204	0.0196746122	0.0225104036	0.0196348855	0.0198704992	0.0196800743	0.0199899737	0.0150982358	0.0146971706	0.0163433037	0.018691946	0.0199995204	0.0214944985	0.023118119	0.0328279082	0.0291568849	0.0206218816	0.0164126399	0.0170719485	0.0250520097	0.023556703
0.9682539683	0.0179924242	0.0160944206	0.0129032258	0.0101180438	0.0105448155	0.0104947526	0.0094212651	0.0082938389	0.0128755365	0.0148571429	0.0128479657	0.0116959064	0.0101404056	0.0079171742	0.0113580247	0.0036314117	0.003133393	0.0155210643	0.0172899075	0.0174608949	0.0154411765	0.0134048257	0.0124709977	0.0107319758	0.0073068894	0.0052137643	0.0019175455	0.0060865645	0.0025850926	0.0029774564	0.0015707834	0.0031996989	0.0029122679	0.0018653553	0.0032061558	0.0019446522	0.0019326339	0.0020179089	0.0023866348	0.0021831678	0.0022206521	0.0024882764	0.0026434047	0.0024863651	0.0027226481	0.0028356634	0.0058532464	0.0068633809	0.0067465903	0.0081974249	0.008728275	0.0093546685	0.0051479645	0.005340616	0.0050602477	0.004733847	0.0044266541	0.0046645539	0.0048555934	0.0086906029	0.0050448227	0.0051903114	0.0059239347	0.0084753729	0.0054317736	0.0053174984	0.0050525465	0.0062816151	0.0074458646	0.0090706556	0.0115963984	0.0206423153	0.0170806403	0.0113069378	0.009059632	0.0105914029	0.0178897553	0.0157743106
0.9841269841	0.0142045455	0.0128755365	0.0090322581	0.0067453626	0.007029877	0.0089955022	0.0080753701	0.0071090047	0.0118025751	0.0137142857	0.0117773019	0.0107212476	0.0093603744	0.0073081608	0.0098765432	0.0018157059	0.0013428827	0.0124168514	0.0144752714	0.0149145144	0.0136029412	0.0117292225	0.0113109049	0.0096312603	0.0060020877	0.0039103233	9.587727708533078E-4	0.0049594229	0.0015079707	0.0021267546	5.89043785588062E-4	0.002258611	0.0020021842	8.478887569950822E-4	0.0020840013	8.975317875841435E-4	8.282716731087797E-4	0.0010089545	0.0011933174	0.0010915839	0.001110326	0.0012441382	0.0014979293	0.0014436959	0.00157627	0.0019783698	0.0050687907	0.0061067877	0.0061156142	0.0075536481	0.0081157645	0.0087216459	0.0034425039	0.0033682294	0.003131203	0.0027949841	0.0024958794	0.0026782127	0.0027746248	0.0066389238	0.0029942293	0.0031347425	0.0037667596	0.0065484397	0.0033069476	0.0031453638	0.0028563729	0.0039881248	0.0049279394	0.0062744385	0.0085772809	0.0175266807	0.0138925118	0.0075126634	0.0054103614	0.0069476885	0.0141418793	0.012159988
1	0.0142045455	0.0128755365	0.0103225806	0.0067453626	0.007029877	0.0089955022	0.0080753701	0.0071090047	0.0118025751	0.0137142857	0.0117773019	0.0107212476	0.0093603744	0.0066991474	0.0098765432	0.0027235588	0.0022381379	0.0146341463	0.0164857258	0.0163695889	0.0143382353	0.0120643432	0.0116009281	0.0096312603	0.006263048	0.0041710115	9.587727708533078E-4	0.0049594229	0.0012925463	0.0017014037	9.817396426467701E-4	0.0026350461	0.0020021842	8.478887569950822E-4	0.0024046169	0.0010471204	0.0011043622	0.0010089545	0.0011933174	0.0010915839	0.001110326	0.0012441382	0.0013217024	0.0011228746	0.0013613241	0.0014508045	0.0043446778	0.0051880674	0.0050478086	0.0065236052	0.007082153	0.0075962722	0.0032845908	0.0032165074	0.002795717	0.0024424636	0.0019778667	0.0020086596	0.0020809686	0.0058259944	0.0020687402	0.0020384391	0.0021737688	0.0044021807	0.001167158	9.591243758639174E-4	6.467259498787387E-4	0.0018347922	0.0028656387	0.0044557607	0.0068276863	0.0156968636	0.0118443807	0.0057862685	0.0034949482	0.0049177404	0.012164716	0.0099375164
